,Artist,Song,lyrics
52,Ben Howard,Keep Your Head Up,"I spent my time, watching
The spaces that have grown between us
And I cut my mind on the second best
Oh the scars that come with the greenness
And I gave my eyes to the boredom
Still the seabed wouldn't let me in
And I try my best to embrace the darkness
In which I swim

Now walking back, down this mountain
The strength of a turnin' tide
Oh the wind so soft, and my skin
Yeah the sun so hot upon my side
Oh lookin' out at this happiness
I searched for between the sheets
Oh feelin' blind, I realize
All I was searchin' for, was me
Oh oh-oh, all I was searchin' for was me

Oh yeah, keep your head up, keep your heart strong
No, no, no, no, keep your mind set, keep your hair long
Oh my, my darlin', keep your head up, keep your heart strong
Na, oh, no, no, keep your mind set in your ways
Keep your heart strong

Now I saw a friend of mine, the other day
And he told me that my eyes were gleamin'
Oh I said I'd been away, and he knew...
Oh he knew the depths I was meanin'
And it felt so good to see his face
All the comfort invested in my soul
Oh to feel the warmth, of his smile
When he said, ""I'm happy to have you home""
Oh oh-oh, I'm happy to have you home

Oh yeah, keep your head up, keep your heart strong
No, no, no, no, keep your mind set, keep your hair long
Oh my, my darlin', keep your head up, keep your heart strong
No, no, no, no, keep your mind set in your ways
Well, keep your heart strong

'Cause I'll always remember you the same
Oh eyes like wildflowers, oh with your demons of change

(Keep your head up)
(Keep your heart strong)
(Keep your head up)
(Keep your heart strong)
May you find happiness here
(Keep your head up)
(Keep your heart strong)
(Keep your head up)
(Keep your heart strong)
May all your hopes all turn out right

Keep your head up, keep your heart strong
No, no, no, no, keep your mind set, keep your hair long
Oh my, my darlin', keep your head up, keep your heart strong
No, no, no, no, keep your mind set in your ways
Keep your heart strong

'Cause I'll always remember you the same
Oh eyes like wildflowers, oh with your demons of change"
53,Grouplove,Tongue Tied,"Oh!

Ooh
Take me to your best friend's house
Goin' 'round this roundabout, oh yeah
Oh, take me to your best friend's house
I loved you then and I love you now, oh yeah

Don't take me tongue-tied
Don't wave no goodbye
Don't break

Oh, take me to your best friend's house
Marmalade, we're making out, oh yeah
Oh, take me to your best friend's house
I loved you then and I love you now

Don't take me tongue-tied
Don't wave no goodbye
Don't break

One, two, three, four
Don't leave me tongue tied
Let's stay up all night
I'll get real high
Slumber party, pillow fight

My eyes on your eyes
Like Peter Pan up in the sky
My best friend's house tonight
Let's bump the beats 'til beddy-bye

Don't take me tongue-tied
Don't wave no goodbye
Don't take me tongue-tied
Don't kiss me goodnight
Don't, oh

Take me to your best friend's house
Goin' 'round this roundabout, oh yeah
Oh, take me to your best friend's house
I loved you then and I love you now
(All right, all right, all right)

A-don't leave me tongue-tied (Don't leave me)
Don't wave no goodbye (Don't wave bye)
Don't leave me tongue-tied (Don't leave me)
Don't

Don't leave me tongue-tied (Don't leave me)
Don't wave no goodbye (Don't wave bye)
Don't leave me tongue-tied (Don't leave me)
Don't

Yeah yeah yeah yeah
Yeah yeah
Yeah yeah yeah yeah"
54,Hozier,Jackie and Wilson,"So tired trying to see from behind the red in my eyes
No better version of me I could pretend to be tonight
So deep in this swill with the most familiar of swine
For reasons wretched and divine

She blows outta nowhere on a candle of the wild
Laughing away through my feeble disguise
No other version of me I would rather be tonight
'Cause, Lord, she found me just in time

'Cause with my mid-youth crisis all said and done
I need to be youthfully felt 'cause, God, I never felt young

She's gonna save me, call me ""baby""
Run her hands through my hair
She'll know me crazy, soothe me daily
Better yet she wouldn't care

We'll steal her Lexus, be detectives
Ride round picking up clues
We'll name our children Jackie and Wilson
Raise 'em on rhythm and blues

Lord, it be great to find a place we could escape sometime
Me and my Isis growing black irises in the sunshine
Every version of me dead and buried in the yard outside
Sit back and watch the world go by

Happy to lie back, watch it burn and rust
We tried the world, good God, it wasn't for us

She's gonna save me, call me ""baby""
Run her hands through my hair
She'll know me crazy, soothe me daily
Better yet she wouldn't care

We'll steal her Lexus, be detectives
Ride round picking up clues
We'll name our children Jackie and Wilson
Raise 'em on rhythm and blues

Cut clean from the green at night, let my mind reset
Looking up from the cigarette and she's already left
I start picking up the art for what's left of me and our little vignette
For whatever poor soul is coming next

She's gonna save me, call me ""baby""
Run her hands through my hair
She'll know me crazy, soothe me daily
Better yet she wouldn't care

We'll steal her Lexus, be detectives
Ride round picking up clues
We'll name our children Jackie and Wilson
Raise em on rhythm and blues"
55,alt-J,Breezeblocks,"She may contain the urge to run away
But hold her down with soggy clothes and breezeblocks
Cetirizine, your fever's grip me again
Never kisses all do you ever send are full stops

Do you know where the wilds things go?
They go along to take your honey
Break down now, weep, build up breakfast now
Let's eat my love, my love, love, love, la la la la

Muscle to muscle and toe to toe
The fear has gripped me but here I go
My heart sinks as I jump up
Your hand grips hand as my eyes shut

Do you know where the wild things go?
They go along to take your honey
Break down, let's sleep, build up breakfast now
Let's eat my love, my love, my love

She bruises, coughs, she splutters pistol shots
But hold her down with soggy clothes and breezeblocks
She's morphine, queen of my vaccine
My love, my love, love, love, la la la la

Muscle to muscle and toe to toe
The fear has gripped me but here I go
My heart sinks as I jump up
Your hand grips hand as my eyes shut

She may contain the urge to run away
But hold her down with soggy clothes and breezeblocks
Germolene disinfect the scene, my love, my love, love, love
But please don't go, I love you so, my lovely

Please don't go, please don't go, I love you so, I love you so
Please don't go, please don't go, I love you so, I love you so
Please break my heart (hey)
Please don't go, please don't go, I love you so, I love you so
Please don't go, please don't go, I love you so, I love you so
Please break my heart, ah ha

Please don't go, I'll eat you whole
I love you so, I love you so, I love you so
Please don't go I'll eat you whole
I love you so, I love you so, I love you so, I love you so
Please don't go, I'll eat you whole
I love you so, I love you so, I love you so
Please don't go I'll eat you whole
I love you so, I love you so, I love you so, I love you so
Please don't go, I'll eat you whole
I love you so, I love you so, I love you so
Please don't go, I'll eat you whole
I love you so, I love you so, I love you so, I love you so
Please don't go, I'll eat you whole
I love you so, I love you, so I love you so
Please don't go, I'll eat you whole
I love you so, I love you so, I love you so"
56,Quiet Life;Cary Ann Hearst,Housebroken Man,-1
57,The Lumineers,Ho Hey,"(Ho!)
(Hey!)
(Ho!)
(Hey!)

(Ho!) I've been trying to do it right
(Hey!) I've been living a lonely life
(Ho!) I've been sleeping here instead
(Hey!) I've been sleeping in my bed
(Ho!) Been sleeping in my bed
(Hey!)
(Ho!)

(Ho!) So show me family
(Hey!) All the blood that I would bleed
(Ho!) I don't know where I belong
(Hey!) I don't know where I went wrong
(Ho!) But I can write a song
(Hey!)

(One, two, three)
I belong with you, you belong with me, you're my sweetheart
I belong with you, you belong with me, you're my sweet

(Ho!)
(Hey!)
(Ho!)
(Hey!)

(Ho!) I don't think you're right for him
(Hey!) Look at what it might have been if you
(Ho!) Took a bus to Chinatown
(Hey!) I'd be standing on Canal
(Ho!) And Bowery
(Hey!)
(Ho!) And she'd be standing next to me
(Hey!)

(One, two, three)
I belong with you, you belong with me, you're my sweetheart
I belong with you, you belong with me, you're my sweetheart

Love, we need it now
Let's hope for some
'Cause oh, we're bleeding out

I belong with you, you belong with me, you're my sweetheart
I belong with you, you belong with me, you're my sweet

(Ho!)
(Hey!)
(Ho!)
(Last one...)
(Hey!)"
58,Dotan,Shadow Wind,-1
59,Ray LaMontagne,Meg White,"Meg White
You're all right
In fact I think
You're pretty swell
Can't you tell?

Meg White
Such a pretty thing
I saw your face on the cover
Of a magazine

Someday
I'd like
To take a walk with you
Maybe ride our
Bikes down by the
Seaside

Meg White
Saw you on the big screen
Old Jack was keen
But you stole the scene

Meg White
Baby, you're the bomb
Old Jack is great
Don't get me wrong
But this is your song

Someday
I'd like
To take a walk with you
And talk about most anything
You'd like to talk about
And watch the sun going down
Going down

Playin' those drums
Is hard to do
It's true
And nobody plays them
Quite like you do

Meg White
You're all right
In fact I think
You're pretty swell
Can't you tell?

Meg White
Such a pretty thing
Saw your face on
The cover of a
Magazine

Someday
I'd like
To take a walk with you
Maybe ride our
Bikes down by the
Seaside
And watch the sun going down
Going down"
60,The White Stripes,We're Going To Be Friends,"Fall is here, hear the yell
Back to school, ring the bell
Brand new shoes, walking blues
Climb the fence, books and pens
I can tell that we are gonna be friends
I can tell that we are gonna be friends

Walk with me, Suzy Lee
Through the park and by the tree
We will rest upon the ground
And look at all the bugs we've found
Safely walk to school without a sound
Safely walk to school without a sound

Here we are, no one else
We walk to school all by ourselves
There's dirt on our uniforms
From chasing all the ants and worms
We clean up and now it's time to learn
We clean up and now it's time to learn

Numbers, letters, learn to spell
Nouns and books and show and tell
At playtime we will throw the ball
Back to class, through the hall
Teacher marks our height against the wall
Teacher marks our height against the wall

We don't notice any time pass
We don't notice anything
We sit side-by-side in every class
Teacher thinks that I sound funny
But she likes the way you sing

Tonight I'll dream while I'm in bed
When silly thoughts go through my head
'Bout the bugs and alphabet
And when I wake tomorrow, I'll bet
That you and I will walk together again
I can tell that we are gonna be friends
Yes, I can tell that we are gonna be friends"
61,Matt Pond PA,Whoa,-1
62,Mumford & Sons;The Very Best;Beatenberg,Fool You’ve Landed,-1
63,Shakey Graves,Tomorrow,-1
64,The Head and the Heart,Rhythm & Blues,"Ain't it nice to be so lucky?
Ain't it nice to be so loved?
Come on, darling, won't you let me
Won't you let me drive you home

'Cause I've had the rhythm and blues
Since the day you met me
Stepped on my blue suede shoes
Watch Elvis go crazy
Come on, darling, won't you let me
Won't you let me turn you on

'Cause no one likes to be so lonely
No one likes to feel alone
Come on, darling, won't you let me
Won't you let me drive you home
I drive you home
Come on, darling, won't you let me
Won't you let me turn you on

I know my faithful mind is so blind
I've been running out on everyone
And everything till now
If it's Monday or Sunday

'Cause I've got the rhythm and blues
Since the day you met me
Stepped on my blue suede shoes
You made Elvis go crazy
Come on, darling, won't you let me
Won't you let me turn you on"
65,Falls,When We Were Young,-1
66,The Felice Brothers,Aerosol Ball,-1
67,Twin Bandit,Long Monday,-1
68,MICKY,Candid,-1
69,Mumford & Sons,I Will Wait,"Well, I came home
Like a stone
And I fell heavy into your arms
These days of dust
Which we've known
Will blow away with this new sun

But I'll kneel down
Wait for now
And I'll kneel down
Know my ground

And I will wait, I will wait for you
And I will wait, I will wait for you

So break my step
And relent
Well, you forgave and I won't forget
Know what we've seen
And him with less
Now in some way shake the excess

'Cause I will wait, I will wait for you
And I will wait, I will wait for you
And I will wait, I will wait for you
And I will wait, I will wait for you

Now I'll be bold
As well as strong
And use my head alongside my heart
So tame my flesh
And fix my eyes
A tethered mind freed from the lies

And I'll kneel down
Wait for now
I'll kneel down
Know my ground, woo

We'll raise my hands
Paint my spirit gold
And bow my head
Keep my heart slow

'Cause I will wait, I will wait for you
And I will wait, I will wait for you
And I will wait, I will wait for you
And I will wait, I will wait for you"
70,Lucius,Two of Us on the Run,"There are two of us on the run
Going so fast, every doubt we had is coming undone
And falling behind with everything we left there
We held on for far too long

And now we pass so many people on the road
They could come along, I wish they'd been told
They may call it a shot in the dark
From what we know, it's not unheard of

And we'll one day tell our story
Of how we made something of ourselves now

Our favorite parts are what we'll keep
Ornamental parts of love and parts of memories
So everything else has room to grow
'Cause in better light, everything changes

So we can one day tell our story
Of how we made something of ourselves now

There's no race, there's only a runner
Just keep one foot in front of the other
There's no race there's only a runner
1, 2, 3 even when you get tired
Just keep one foot in front of the other
There's no race, no ending in sight
No second too short, no window too tight

Just turn off the lights when you leave
'Cause we've got everything we're gonna need
We're on the run, we're on the run, we're on the run child
We gotta run, we gotta run, we gotta run child

One day tell our story
Of how we made something of ourselves now

One day tell our story
Of how we made something
We made something of ourselves"
71,Angus & Julia Stone,Big Jet Plane,"She said ""Hello mister, pleased to meet ya""
I want to hold her, I want to kiss her
She smell the daisy, she smell the daisy
She drive me crazy, she drive me crazy

Gonna take her for a ride on a big jet plane
Gonna take her for a ride on a big jet plane
Gonna take her for a ride on a big jet plane
Yeah, hey

Be my lover, my lady river
But can I take ya, take ya higher?

Gonna take her for a ride on a big jet plane
Gonna take her for a ride on a big jet plane
Gonna take her for a ride on a big jet plane
Gonna take her for a ride on a big jet plane
Hey, hey
Hey, hey

Gonna hold you
Gonna kissing my arms
Gonna take you
Away from home

Gonna hold you
Gonna kissing my arms
Gonna take you
Away from home

Gonna take her for a ride on a big jet plane
Gonna take her for a ride on a big jet plane
Gonna take her for a ride on a big jet plane
Gonna take her for a ride on a big jet plane
Hey, hey"
72,Dustin Tebbutt,The Breach,-1
73,A Blaze of Feather,Six Years,"One spring morning
Six years ago
Felt the shadow strangle home
And the worry, oh no the phone
I hear the mourning, please come home
 
Within my own regret, my spirit go
Leaves the fires, the final blow
Get in conflict, I do recall
From the darkness calling for
 
I'll call for you
Choking on the white noise rushing
Howling from the great beyond
I'll call for you
I recall the fires raining down
 
There was yearing, stone cold
With the seaming waves of war
And the name breaks, haunting on
I lost key of all that ever were

Some as strong men, some sick may call
Seen the judge before your own
Then you worry, your ways are mourning
Found my heart in those who gave you warmth
 
I'll call for you
Choking on the white noise rushing
Howling from the great blue
I'll call for you
I recall the fires raining down
 
Cherry, awesome, wild and free
Can you still remember your sister and me?
Cherry, a wild cherry tree
I still remember you and me
Cherry, awesome, wild and free
Forever remember your sister and me
Cherry, wild river to the sea
I still remember you and me"
74,Ten Fé,Elodie,"Elodie it's been a while
Giving up on love, that's not my style
Tender notes in a harder key
Singing the lines that weren't meant for me
No, I never wanted to go away
And with a heavy heart I come back to say
I'm another man, I'm another one
The feeling has gone, I know I'm no longer the one

(Do you wanna? Do you wanna?)
I don't know if I can, hold on
(Do you wanna? Do you wanna?)
Though I hold you again, I know I'm no longer that one

I realize what I'm throwing away
On a summer night I still hear you say
Standing there with your red coat on
""Where does a lover go when a love's undone?""
Well he went away and he'll go again
I can promise you all that you like when I hold your hand
Well I can't lie when I say I don't wait
No, so quit holding on, you know I'm no longer the one

(Do you wanna? Do you wanna?)
I don't know if I can, hold on
(Do you wanna? Do you wanna?)
I can hold you again, but I know I'm no longer that one

Out of that night, knock on your door
The light on your face, up and into your room
Put on that light, come out of that shade
Don't need to know why, the bed unmade

(I wanted to stay the same)
And I'm turning away, I'm running down those stairs
(You promised you wouldn't change)
And I'm out of your door, moving out of your place
(Didn't want it to end this way)
Moving into that night, I'm going away
(Didn't want it to end this way)
I wanted to say, I just wanted to say

(Do you wanna? Do you wanna?)
I don't know if I can, hold on
(Do you wanna? Do you wanna?)
Though I hold you again, I know I'm no longer that one
(Do you wanna? Do you wanna?)
I don't know if I can, hold on
(Do you wanna? Do you wanna?)
I can hold you again, but I know I'm no longer that one"
75,San Fermin,Bride,"Roses in my hair, roses in the yard
I can see the people in their places on the lawn
Dazzling in white, blindingly alone
In and out of strangers I am floating like a ghost

Then ooh ooh ooh
Suddenly I'm dissociating
Then ooh ooh ooh
Out of body, out of mind
Out of mind, oh no

I I I am done with my perfect
Done with my perfect lies
And I I I am done with the perfect
Done with the perfect bride

Fizzing through my blood, trying to fight it down
Paralyzed and lidded I am mumbling the sounds
I can feel the boil, poison chemicals
Buzzing in my body trying to wrestle for control

Then ooh ooh ooh
Suddenly I'm dissociating
Then ooh ooh ooh
Out of body, out of mind
Out of mind, oh no

I I I am done with my perfect
Done with my perfect lies
And I I I am done with the perfect
Done with the perfect bride

Da-da-da-da da-da-da-da
Da-da-da-da da
Da-da-da-da da-da-da-da
Da-da-da-da da
Da-da-da-da da-da-da-da
Da-da-da-da da

Roses in my hair, dazzling in white
Dress me up in ribbons just to wake under the knife

Then ooh ooh ooh
Suddenly I'm dissociating
Then ooh ooh ooh
Out of body, out of mind
Out of mind, oh no

I I I am done with my perfect
Done with my perfect lies
I I I am done with the perfect
Done with the perfect bride

Da-da-da-da da-da-da-da
Da-da-da-da da
Da-da-da-da da-da-da-da
Da-da-da-da da
Da-da-da-da da-da-da-da
Da-da-da-da da"
76,Matthew And The Atlas,I Will Remain,-1
77,James Yuill,This Sweet Love,"Be the greatest man in history
The greatest man that you can be
Just be

Walk, walk out on the beach with me
Walk out in the sea with me
Just be

All of the time you show me your love
Sweet love
And oh, how you know
This sweet love

Nights, cold nights wrapped in ecstasy
Those times still perplexing be
They just be

All of the time you show me your love
Sweet love
And oh, how you know
This sweet love

All of the time you show me your love
Sweet love
And oh, how you know
This sweet love, this sweet love
This sweet love, this sweet love"
78,James Vincent McMorrow,Sparrow and the Wolf,"Sparrow and wolf lay as still as the blades of the grass
Like worn leather boots, of color and size that would last
Caught them a lark in a trap and each held a wing
Then they tore it apart, before that small bird could sing

Confused by the wind, bruised by the size of the rain
She turned in to him, begged for the light to remain
But plans have been made, all the furniture sold
So store up your hate, use it for warmth when you're cold

For I have seen no joy, only danger
I see no joy, only strangers
I see no joy, see no joy in this world
Should you choose to go, please be careful of
Lonesome roads, men who travel them will not know
Will not know of your ways

Still I have seen no joy, only dangers
I see no joy, only strangers
I see no joy, see no joy in this world
You should choose to go
Please remember what you have learned from the little bird
Always dear, always dear to my heart"
79,Good Old War,Coney Island,"I found a letter in the mailbox today
And I said, ""thank you for your thoughts, but I'm done.""
I said that I would never build this up right here
And he said, ""that's why I can't work with you son.""

But I can't let this go I'm on my way
You can only hold my diamond ring
But I'll go crawling back to the city I love
'Cause it's already taken everything

I'm going to Coney Island have myself a dog
And reminisce why I still hate it here
It's all these people with their cotton candy eyes
It's so sweet, now put the train in gear

But I can't let this go I'm on my way
You can only hold my diamond ring
But I'll go crawling back to the city I love
'Cause it's already taken everything

The ground is swallowing my options full release
And if it rains they might just disappear
I counted 27 birds up there today
I'm thinking that's why I still love it here
I'm thinking that's why I still love it here

But I can't let this go I'm on my way
You can only hold my diamond ring
But I'll go crawling back to the city I love
'Cause it's already taken everything
'Cause it's already taken everything"
80,Langhorne Slim;The Law,The Way We Move,"There we are standing in the shooting stars
In our houses, in our cars
You didn't know it, now you do
This is the way we move, hey

In the belly of the whale
In my bedroom I can't sleep
And all my friends got crooked tales
That's the way I like it
That's just what I need

And there we are standing in the shooting stars
In our houses, in our cars
You didn't know it, now you do
This is the way (this is the way) we move, hey

In the belly of the whale
And in my bedroom I can't sleep
And all my friends got crooked tales
That's the way I like it
That's the company I keep

And tere we are standing in the shooting stars
In our houses, in the ashes, the bars
You didn't know it, now you do
This happens to be the way that we move

In the belly of the whale
In the belly of the beast
At the last supper, honey
Make sure you get something, something to eat

And there we are standing in the shooting stars
In our houses, in our cars
You didnt know it, now you do
This is the way (this is the way) we move
This is the way (this is the way) we move
This is the way (this is the way) we move
This is the way (this is the way)"
81,Kishi Bashi,Philosophize In It! Chemicalize With It!,"And if you fly into the sky
And if your body is a penny and dime
Ready to throw it in a fountain of my many monies
And if you push it I will take you offline
Philosophize in it! Chemicalize with it!
I fell in love with you the only way I know
I went for many miles until I couldn't go
Concerned but anyways, I didn't even know about you and me

I made a guess about your craziness and no,
I didn't think about how many boys you've been with before
Concerned but anyways, I love everything about you

And if your body is a penny and dime
Ready to throw it in a fountain of my many monies
And if you push it I will take you offline
Philosophize in it! Chemicalize with it!

Picture our wedding it'd be summer sour and summer sweet
We'd paint the ceiling red, we'd go to the Greek and straight to the street
Concerned but never bleak
We'd find the day about you and me

And with our eyes we shall see
Between you and me
Who's crazier for the other one?
It's me... it's you... it's me... no, it's you...

And if you fly into the sky
And if you push it I will take you offline

And if your body is a penny and dime
Ready to throw it in a fountain of my many monies
And if you push it I will take you offline
Philosophize in it! Chemicalize with it!"
82,Hozier,From Eden,"Babe
There's something tragic about you
Something so magic about you
Don't you agree?

Babe
There's something lonesome about you
Something so wholesome about you
Get closer to me

No tired sigh, no rolling eyes, no irony
No ""who cares"", no vacant stares, no time for me

Honey, you're familiar like my mirror years ago
Idealism sits in prison, chivalry fell on his sword
Innocence died screaming, honey, ask me, I should know
I slithered here from Eden just to sit outside your door

Babe
There's something wretched about this
Something so precious about this
Where to begin?

Babe
There's something broken about this
But I might be hopin' about this
Oh, what a sin

To the strand a picnic plan for you and me
A rope in hand for your other man to hang from a tree

Honey, you're familiar like my mirror years ago
Idealism sits in prison, chivalry fell on his sword
Innocence died screaming, honey ask me, I should know
I slithered here from Eden just to sit outside your door

Honey, you're familiar like my mirror years ago
Idealism sits in prison, chivalry fell on his sword
Innocence died screaming, honey ask me, I should know
I slithered here from Eden just to hide outside your door"
83,Allman Brown,Sweetest Thing,"Miami heat, palm trees in the breeze
You're the the sweetest thing,
The sweetest thing I've ever seen.

Sand at my feet, ocean after that.
Silver light of the moon dancing on the waves.
Oh oh oh oh

Girl you got my high, just really right.
Every word you say, well it's a lullaby
Pull me inside out
Put me upside down
Silence all of the noise that I can do without
Oh oh oh oh

You're the sweetest thing that I ever did see
Like a bird taking way
Tears that set you free
You're the sweetest thing that I ever did see
Oh yeah see oh yeah

There's magic in this memory
Like the shadows that dance up on the silver screen
And years from now, when I look back
I'm still under your spell somehow
Oh oh oh oh

You're the sweetest thing that I ever did see
Like a bird taking way
Tears that set you free
You're the sweetest thing that I ever did see
Oh yeah see oh yeah

I'll keep you close through the night
I'll keep you close through the night

You're the sweetest thing that I ever did see
Like a bird taking way
Tears that set you free
You're the sweetest thing that I ever did see
Oh yeah see oh yeah"
84,John Mayer,Wildfire,"River's strong, you can't swim inside it
We could string some lights up the hill beside it
Tonight the moon's so bright you could drive with your headlights out
'Cause a little bit of summer's what the whole year's all about

You look fine, fine, fine
Put your feet up next to mine
We can watch that water line get higher and higher
Say, say, say ain't it been some kind of day
You and me been catching on like wildfire

Don't get up just to get another
You can drink from mine
We can't leave each other

We can dance with the dead
You can rest your head
On my shoulder if you
Want to get older with me
'Cause a little bit of summer makes a lot of history

And you look fine, fine, fine
Put your feet up next to mine
We can watch that water line get higher and higher
Say, say, say ain't it been some kind of day
You and me been catching on like wildfire

I got a rock from the river in my medicine bag
(Magpie feather in his medicine bag)

Say, say, say ain't it been some kind of day
You and me been catching on like wildfire"
85,Deer Tick,The Dream's In The Ditch,"Well the dream's in the ditch
Now the kids are all pissed
But it's not new to hate what they make you do

First they pull all your teeth
Then they'll want you to eat
Well get over it kid, you don't want any part in it

But it's not the way you can't afford your time
Or the envy of the friends you've left behind
So whenever you go they can have everything you lose

Is this it
This is it

So they paid you to scream
But it buried your dreams
So you wait for the pain that will send you to sleep again

Now you walk with your wolves
Like you got nothing to lose
Act like you don't care while you pray for a cross to bear

But it's not the way you can't afford your time
Or the envy of the friends you've left behind
So whenever you go they can have everything you lose

Is this it
This is it



Is this it
Is this it
This is it

But it's not the way you can't afford your time
Or the envy of the friends you've left behind
So whenever you go they can have everything you lose

This is it
Is this it"
86,Of Monsters and Men,Mountain Sound,"I heard them calling in the distance
So I packed my things and ran
Far away from all the trouble
I had caused with my two hands
Alone we traveled
Armed with nothing but a shadow
We fled far away

Hold your horses now
We sleep until the sun goes down
Through the woods we ran
Deep into the mountain sound
Hold your horses now
We sleep until the sun goes down
Through the woods we ran

Some had scars and some had scratches
It made me wonder about their past
And as I looked around, I began to notice
That we were nothing like the rest

Hold your horses now
We sleep until the sun goes down
Through the woods we ran
Deep into the mountain sound
Hold your horses now
We sleep until the sun goes down
Through the woods we ran

We sleep until the sun goes down
We sleep until the sun goes down

We sleep until the sun goes down

Hold your horses now
We sleep until the sun goes down
Through the woods we ran
Deep into the mountain sound
Hold your horses now
We sleep until the sun goes down
Through the woods we ran

Hold your horses now
We sleep until the sun goes down
Through the woods we ran
Deep into the mountain sound
Hold your horses now
We sleep until the sun goes down
Through the woods we ran"
87,Lowland Circus,Just Kids,-1
88,Barry Louis Polisar,All I Want Is You,"If I was a flower growing wild and free
All I'd want is you to be my sweet honey bee.
And if I was a tree growing tall and greeen
All I'd want is you to shade me and be my leaves

If I was a flower growing wild and free
All I'd want is you to be my sweet honey bee.
And if I was a tree growing tall and green
All I'd want is you to shade me and be my leaves

All I want is you, will you be my bride
Take me by the hand and stand by my side
All I want is you, will you stay with me?
Hold me in your arms and sway me like the sea.

If you were a river in the mountains tall,
The rumble of your water would be my call.
If you were the winter, I know I'd be the snow
Just as long as you were with me, let the cold winds blow

All I want is you, will you be my bride
Take me by the hand and stand by my side
All I want is you, will you stay with me?
Hold me in your arms and sway me like the sea.

If you were a wink, I'd be a nod
If you were a seed, well I'd be a pod.
If you were the floor, I'd wanna be the rug
And if you were a kiss, I know I'd be a hug

All I want is you, will you be my bride
Take me by the hand and stand by my side
All I want is you, will you stay with me?
Hold me in your arms and sway me like the sea.

If you were the wood, I'd be the fire.
If you were the love, I'd be the desire.
If you were a castle, I'd be your moat,
And if you were an ocean, I'd learn to float.

All I want is you, will you be my bride
Take me by the hand and stand by my side
All I want is you, will you stay with me?
Hold me in your arms and sway me like the sea."
89,Passenger;Boy & Bear,Shape of Love (feat. Boy & Bear),"I only came inside to get out of the rain,
And by the looks of things she may well have done the same,
But I swear I know that face but I don't know her name,
She's the shape of love.

I stir my tea and throw away wet cigarettes,
I watch her shivering through her rain sodden dress,
I know her make up runs and her hair may be a mess,
But she's the shape of love.

I don't ever want the rain to stop,
I don't ever want to leave this coffee shop,
I don't ever want the clouds to part,
'Cause the shape of loves the only shape that fits my heart.

I only came inside to get out of the wind,
But now I'm here let it blow yeah let it sing,
'Cause I don't know how this ones gonna end or how it may begin,
But she's the shape of love.

I don't ever want the sun to shine,
I don't ever want to leave this one behind,
I don't ever want the summer time to start,
'Cause the shape of loves the only shape that fits my heart.

I don't ever want the rain to stop,
I don't ever want to leave this coffee shop,
I don't ever want the clouds to part,
'Cause the shape of loves the only shape that fits my heart,
I don't ever want the sun to shine,
I don't ever want to leave this one behind,
And I don't ever want the summer time to start,
'Cause the shape of loves the only shape that fits my heart."
90,Judah & the Lion,Take It All Back 2.0,-1
91,Noah And The Whale,5 Years Time,"Oh well, in five years time we could be walking 'round a zoo
With the sun shining down over me and you
And there'll be love in the bodies of the elephants too
And I'll put my hands over your eyes, but you'll peep through

And there'll be sun sun sun all over our bodies
And sun sun sun all down our necks
And there'll be sun sun sun all over our faces
And sun sun sun -so what the heck

'Cause I'll be laughing at all your silly little jokes
And we'll be laughing about how we used to smoke
All those stupid little cigarettes and drink stupid wine
'Cause it's what we needed to have a good time

But it was fun fun fun when we were drinking
It was fun fun fun when we were drunk
And it was fun fun fun when we were laughing
It was fun fun fun, oh it was fun

Oh well, I look at you and say
It's the happiest that I've ever been
And I'll say I no longer feel I have to be James Dean
And she'll say, ""Yeah, well I feel all pretty happy too.""
And I'm always pretty happy when I'm just kicking back with you

And it'll be love love love all through our bodies
And love love love all through our minds
And it be Love love love all over her face
And love love love all over mine

Although maybe all these moments are just in my head
I'll be thinking 'bout them as I'm lying in bed
And although not really, it might not even come true
But in my mind I'm havin' a pretty good time with you

In five years time, I might not know you
In five years time, we might not speak at all
In five years time, we might not get along
In five years time, you might just prove me wrong

Oh, there'll be love love love wherever you go
There'll be love love love wherever you go
There'll be love love love wherever you go
There'll be love love love wherever you go

There'll be love love love wherever you go
There'll be love love love wherever you go
There'll be love love love wherever you go
There'll be love love love wherever you go
There'll be love"
