,Artist,Song,lyrics
501,Drake;Future,Grammys,"Drake:
Yeah, yeah
Yeah, yeah
Jeez
Yeah
Right
Look
Look

Tell me how you really feel
Tell me how you really feel
I would ask you what's the deal
But you don't even got a deal
Most niggas with a deal
Couldn't make a greatest hits
Y'all a whole lot of things
But you still ain't this
I don't know no one
That could tell me what to do
Heard yo never claimed the hood
Hear the hood claimed you
That can't sit well
Oh well, ship sailed
Still mine, all mine
Cosign, cosign
I pull up in yachts so big that they try to hit me with boat fines
Hype Williams, Big Pimpin'
Yeah, Just like the old times
Same niggas from the old days
Lot of sides on the same side
OVO we a gold mine
But I'm going to go no time
Doing plat, plat only
Boys better back off
Hall of fame, hall of fame
Like I'm shirt off, Like I'm shirt off
Like I'm shirt off shorty
Whole city going crazy
Whole city going crazy
Top 5 no debating
Top 5, top 5, top 5
And the whole city rave me
And I'm back inside a matrix
And I said that we'd make it
Aim squad with some traitors
Knew my niggas from the basement
This ain't no metal-on-the-way shit
We'd really put some days in

Future:
Hey why you so excited? What happened
Did you win the grammy? God damn
You acting like you fucking won a trophy
This nigga turnt the fuck up

They gon' think I won a Grammy
They gon' think I won a Grammy
Swerving off, Panoramic
I'm hanging out, they can't stand me
They gon' think I won a Grammy
They gon' think I won a Grammy
They gon' think I won a Grammy
They gon' think I won a Grammy
I'm showing out, they can't stand me
I'm showing out, they can't stand me
I'm swerving out, they can't stand me
I'm err, can't stand me
They gon' think I won a Grammy
They gon' think I won a Grammy
They gon' think I won a Grammy
They gon' think I won a Grammy

Gonna peel off like a bandit
I'm noddin' off on a xan niggas
Get pissed off, start airing it
Get a head start, ain't friendly
I stand out, don't blend in
When I saw that I meant that
I don't want to talk to you has-beens
I don't want features or add-ins
I don't want features or nothin'
You can't even get on my guest list
They wan't me to go to the met gala
I want a percocet and a gallon
The activis high takin' don't matter
We sitting right on the cortside
I know players on both side
I'm catching out, fuck a cosign
I wear the chain like a bowtie
I wear the ring like a fo'-five
Keep a fo'-five for the poor guys
Black tint low profile
Celebrating everyday 'cause I'm really really fresh at the coke house
Counting up every single day Bout to bring a whole 'nother whip out

They gon' think I won a Grammy
They gon' think I won a Grammy
Swerving out, Panaramic
I'm hanging out, they can't stand me
They gon' think I won a Grammy
They gon' think I won a Grammy
They gon' think I won a Grammy
They gon' think I won a Grammy
I'm showing out, they can't stand me
I'm showing out, they can't stand me
I'm swerving out, they can't stand me
I'm err, can't stand me
They gon' think I won a Grammy
They gon' think I won a Grammy
They gon' think I won a Grammy
They gon' think I won a Grammy"
502,Chance The Rapper;Lil Wayne;2 Chainz,No Problem (feat. Lil Wayne & 2 Chainz),"Ha Ha Davis
You don't want zero problems, big fella
Yep

Chance
If one more label try to stop me
It's gon' be some dreadhead niggas in ya lobby, huh, huh

You don't want no problem, want no problem with me, bi'h
You don't want no problem, want no problem with me, hahaha
Just another day, had to pick up all the mail
There go Chano ridin' through the streets, they be like, ""There he go!""

You don't want no problem, want no problem with me, bi'h
You don't want no problem, want no problem with me, hahaha
Just another day, had to pick up all the mail
There go Chano ridin' through the streets, they be like, ""There he go!""

Ooh, watch me come and put the hinges in their hands
Countin' Benjis while we meetin', make 'em shake my other hand, wuh
Milly rockin', scoopin' all the blessings on my lap
Bitch, I know you tried to cheat, you shoulda never took a nap, hey

Fuck wrong with you, what you were thinkin'
Fuck you thought it was
You talk that talk, that nigga lame, that nigga fall in love
Not me, no, bitch, you can keep those
Bruh, I'm at your head like Craig did Deebo
Don't tweak, bro, it's never sweet, oh
My shooters come for free, so

If one more label try to stop me
It's gon' be some dreadhead niggas in ya lobby, huh, huh

You don't want no problem, want no problem with me, uh
You don't want no problem, want no problem with me, hahaha
Yep, yep
Pull up in the new thing, I'm like...
You don't want no problem, want no problem with me, uh
You don't want no problem, want no problem with me, hahaha
You don't want no problem, want no problem with me (yep!)
You don't want no problem, want no problem with me, hahaha
They be like, ""There he go!""

2 Chainz
Petey Pablo, take your shirt off
Wave round your head like a helicopter
I ain't put enough weed in the blunt
All you do is smoke tobacco
Where the hell you get them from
Yeezus said he ain't make them
My niggas chasin' bounty hunters
And gettin' chased by their baby mommas
My first tat was on my stomach
Got a pocket full of money
And a mind full of ideas
Some of this shit may sound weird
Inside of the Maybach
Look like it came out of Ikea
Run shit like diarrhea
Big yacht, no power steering
Aye, aye, captain
I'm high, captain
I'm so high
Me and God dappin'
This is my blessin'
This is my passion
School of hard knocks
I took night classes

Chance
You don't want no problem, want no problem with me, yuh
You don't want no problem, want no problem with me, hahaha
Yep, yep
Pull up in the new thing, I'm like
They be like, ""There he go!""

Li'l Wayne
I got problems bigger than these boys, yeah
My deposits, they be on steroids, Lord
Free the Carter, niggas need the Carter
Sacrificin' everything, I feel like Jesus Carter
Hold up, I got this sewed up, my soda poured up
My woes up, I'm flippin' those bucks, they doing the toe tucks
I rolled up and let the smoke puff
I lay down toes up
Hold up, get too choked up when I think of old stuff
Move on, put my goons on, they kidnap newborns
In the streets my face a coupon
Her pussy too warm
All these bitches come to do harm
Just bought a new charm
Fuck the watch, I buy you a new arm, you lukewarm
I'm Uncle Luke with the hoes
Pretty bitches, centerfolds
Tippy toes around my crib in their robes, just their robes
Half a milli in the safe, another in the pillowcase
Codeine got me movin' slower than a caterpillar race
Fuck wrong with you, what you were thinkin'
What you thought it was
I just popped five Percocets and only caught a buzz
And if that label try to stop me
There gon' be some crazy Weezy fans waitin' in the lobby
Mula, baby

Chance
You don't want no problem, want no problem with me
You don't want no problem, want no problem with me
Just another day, had to pick up all the mail
There go Chano ridin' through the streets, they be like, ""There he go!""
You don't want no problem, want no problem with me, bi'h
You don't want no problem, want no problem with me, hahaha
Just another day, had to pick up all the mail
There go Chano ridin' through the streets, they be like, ""There he go!""

Li'l Wayne and Chance
You don't want no problem, want no problem with me
You don't want no problem, want no problem with me
You don't want no problem, want no problem with me, bih
You don't want no problem, want no problem with me, hahaha
You don't want no problem, want no problem with me, bih
You don't want no problem, want no problem with me, hahaha
They say so, ridin' with the payo
They be like, ""There he go""
There he go"
503,DRAM;Lil Yachty,Broccoli,-1
504,Lil Uzi Vert,Money Longer,"Yah, it do not matter
Turned to a savage, pocket got fatter, she call me daddy
Smokin' that gas, gone off that Xanny, she on the powder
Nowadays I am on, my haters got sadder
Money got longer, speaker got louder, car got faster
Turned to a savage, pocket got fatter, she call me daddy
Smokin' that gas, gone off that Xanny, she on the powder
Nowadays I am on, my haters got sadder
Money got longer, speaker got louder, car got faster

Money so old that it's spoiled
Yah, my lil' bitch so spoiled
Yah, I rub her down in oil
Yah, I got money, now you know it, yah
Diamonds on my teeth
Yeah, your shit look like foil
Yeah, Chris Brown said these hoes ain't loyal
None of these hoes got no morals
All my niggas G'ed up
Yeah, my glasses be Dita
Never thought it would be days I could kick my feet up
Never though that she would need me that much if I leave her

It do not matter
Turned to a savage, pocket got fatter, she call me daddy
Smokin' that gas, gone off that Xanny, she on the powder
Nowadays I am on, my haters got sadder
Money got longer, speaker got louder, car got faster
Turned to a savage, pocket got fatter, she call me daddy
Smokin' that gas, gone off that Xanny, she on the powder
Nowadays I am on, my haters got sadder
Money got longer, speaker got louder, car got faster
Turned to a savage, pocket got fatter, she call me daddy
Smokin' that gas, gone off that Xanny, she on the powder
Nowadays I am on, my haters got sadder
Money got longer, speaker got louder, car got faster

All of this is faction, no time for actin', all this money lastin'
Like go out to eat, get that blackened salmon
When I'm with my girl we're Pharrell and Vashtie
That mean we are not lastin'
In that pussy, you know I like it rough, then I'm just blastin'
Tell that lil bitch that I'm really from Mars, uh, yeah, bitch do not start
Yeah, pull up, my car automatic, yeah dealt with a star

It do not matter
Turned to a savage, pocket got fatter, she call me daddy
Smokin' that gas, gone off that Xanny, she on the powder
Nowadays I am on, my haters got sadder
Money got longer, speaker got louder, car got faster
Turned to a savage, pocket got fatter, she call me daddy
Smokin' that gas, gone off that Xanny, she on the powder
Nowadays I am on, my haters got sadder
Money got longer, speaker got louder, car got faster"
505,Logic,Flexicution,"Yeah, I'm like, \""Oh, God, oh- oh, my God\""
Bitch, I run the game, y'all just commentate from the side
I'm like, \""Oh, God, oh- oh, my God\""
Everything I do, you know I do it for the squad
Yeah, I'm like, \""Oh, God, oh- oh, my God\""
Bitch, I run the game, y'all just commentate from the side
I'm like, \""Oh, God, oh- oh, my God\""
Everything I do, you know I do it for the squad
I'm like...

This the type of shit they said they really wanted
So I gave them this right here, now go get blunted
Check my last album, all y'all know I run it
Flipped the script just 'cause I could and fucking stunted
This-this-this-this-this the type of shit my life is all about
Check the Forbes list, you know I'm ballin' out
They say, \""Logic, you too humble, boy, just let it out\""
Fuck 'em all then, I'ma dead it now
Like oh, I think I know, I think I know
This flow, this super flow, out of control
Like whoa, this shit like whoa, I think I know
Like whoa, like, like whoa, like, like, like...

This that flexicution
This is what the people say they wanted
From the young boy, from the- from the- from the god
This that flexicution
This is what the people say they wanted
From the rap god, from the- from the- from the god

Yeah, I'm like, \""Oh, God, oh- oh, my God\""
Bitch, I run the game, y'all just commentate from the side
I'm like, \""Oh, God, oh- oh, my God\""
Everything I do, you know I do it for the squad
Yeah, I'm like, \""Oh, God, oh- oh, my God\""
Bitch, I run the game, y'all just commentate from the side
I'm like, \""Oh, God, oh- oh, my God\""
Everything I do, you know I do it for the squad
I'm like...

Hold on, let me bring it back
Everybody know I'm bringing the facts
And they wonder why I got it like that
'Cause I put everything right on the track
And you know I'ma fuck around and let it go
I been living like whoa, I been living, you already know
And these motherfuckers wanna take up on every mistake
And I'm showing where I'm going
And I'm knowing what I'm doing, intuition never switching
On a mission, motherfucker, why is you bitching? Why is you bitching?
Like God damn, I'm like (oh God)
Hold up, wait a minute, they ain't ready for the hook
It's another day, another book
I feel like Indiana in Atlanta, hotter than Havana
Coming with the stamina
Bitch, put down your camera
And live in the moment
This shit right here, everybody gon' want it
So what up with it?
Any and everybody talk about the boy changing
Y'all can just shut up with it 'cause I know
Ain't none of y'all getting the flow, boy...

This that flexicution
This is what the people say they wanted
From the young boy, from the- from the- from the god
This that flexicution
This is what the people say they wanted
From the rap god, from the- from the- from the god

Yeah, I'm like, ""Oh, God, oh- oh, my God""
Bitch, I run the game, y'all just commentate from the side
I'm like, \""Oh, God, oh- oh, my God\""
Everything I do, you know I do it for the squad
Yeah, I'm like, ""Oh, God, oh- oh, my God""
Bitch, I run the game, y'all just commentate from the side
I'm like, ""Oh, God, oh- oh, my God""
Everything I do, you know I do it...

(Jess Andrea, (John Lindahl) & Logic)
I know, I know, I know, I know, I know, I know
It's been a hell of a ride up (It's been a hell of a ride up)
Hell of a ride up (It's been a hell of a ride up)
I know, I know, I know, I know, I know
That I've been M.I.A, but I was tied up
Till I heard you talking shit, now I'm fired up''
5-0 triple 0"
506,Lil Lonnie;Bryson Tiller,Change Up,-1
507,DJ Khaled;Drake,For Free,"Would you fuck me for free?
Another one
We the Best Music! Major Key! DJ Khaled!

I go on and on
Can't understand how I lasted so long
I must have the superpowers
Last 223 thousand hours
It's 'cause I'm off of CC
And I'm off the Hennessy
And like your boy from Compton said
You know this dick ain't free!
I got girls that I shoulda made pay for it
Got girls that I should made wait for it
Got girls that'll cancel a flight back home
Stay another day for it
You got attitude on na na
And your pussy on agua
And your stomach on flat flat
And your ass on what's that?
And, yeah, I need it all right now
Last year I had drama, girl not right now
I was never gon' chat what we talkin' about
You the only one I know could fit it all in her... man

I always wonder if you ask yourself
Is it just me?
Is it just me?
Or is this sex so good I shouldn't have to fuck for free?
Is it just me?
Is it just me?
Or is this sex so good I shouldn't have to...

Fuck for free
I know you workin' day and night to get a college degree
Bet nobody that you've been with even know you a freak, right?
You know you only do that with me, right?
Yeah, double checkin' on you
You know I never put the pressure on you
You know that you make your own mind up
You knew what it was when you signed up
Now you gotta run it up
I be out of words, tryna sum it up
Girl you throw it back like one love
Even let me slash on the tour bus
Yeah I talk to her but she don't do enough
Even though you in the hood I'm still pullin' up
Dip, dip, straight to your doorstep
This the real thing, can you feel the force yet

I always wonder if you ask yourself
Is it just me?
Is it just me?
Or is this sex so good I shouldn't have to fuck for free?
Is it just me?
Yeah, Is it just me?
Or is this sex so good I shouldn't have to...
Would you fuck me for free?

Another one
They don't want me to have another anthem
So I made sure I got another anthem
It's We The Best OVO
Summers ours
It always has been
Don't ever play yourself
One time for Future the Prince
One time for 40
One time for Drake
Another one
Bless up"
508,Logic;Pusha T,Wrist,"Logic
Yeah I've been killin' this shit
Yeah I've been hard in the paint, not a single assist
Yeah I've been flickin' that wrist
Yeah I've been cookin' that shit, now they fuckin' with this
Yeah I've been killin' this shit
Yeah I've been hard in the paint, not a single assist
Yeah I've been flickin' that wrist
Yeah I've been cookin' that shit, now they fuckin' with this
Yeah I've been, yeah I've been killin' this, killin' this shit
Yeah I've been flickin' that, flickin' that wrist
Yeah I've been killin' this, cookin' that
Killin' this, flickin' that wrist
Yeah I've killin' this shit
Yeah I've hard in the paint, not a single assist
Yeah I've flickin' that wrist
Yeah I've cookin' that shit, now they fuckin' with this

Logic & Pusha T
Let me tell you 'bout the young man
Matter of fact, I'ma let Push tell that
Tell you 'bout the old man
Had a change of heart and then fell back
Old man lived a long life
Walked around with a long knife
You ain't cut the white like Jesus
That Colombiana, that's mi hermanos (YUGH)
Look at the flick of that wrist
I'm feelin' like Leonardo
Let me paint a picture, I might need a bottle
On the road to success, I could feel the throttle
That Michaelangelo, hundreds in the envelope
Tight shit when I write shit
And that old man had a change of heart
Wish he knew it back from the start like goddamn
Looked around, seen his wife on the ground
Military bussin' bullets all over the whole compound
Soon as he seen it, I swear it, I mean it, my members go quicker than vamonos
He dead, she dead, he in jail
Everyone fallin' like dominoes

Logic
Yeah I've been killin' this shit
Yeah I've been hard in the paint, not a single assist
Yeah I've been flickin' that wrist
Yeah I've been cookin' that shit, now they fuckin' with this
Yeah I've been killin' this shit
Yeah I've been hard in the paint, not a single assist
Yeah I've been flickin' that wrist
Yeah I've been cookin' that shit, now they fuckin' with this
Yeah I've been, yeah I've been killin' this, killin' this shit
Yeah I've been flickin' that, flickin' that wrist
Yeah I've been killin' this, cookin' that
Killin' this, flickin' that wrist
Yeah I've killin' this shit
Yeah I've hard in the paint, not a single assist
Yeah I've flickin' that wrist
Yeah I've cookin' that shit, now they fuckin' with this

Pusha T
Simple logic
Clockwise, counterclockwise, realest nigga in the top five
Other four ain't rap niggas, I'm just reppin' for the blow side
Yuugh, that's coastlines, Panama for the boat rides
Worth billions, and we ain't even need Showtime
Just money counters and kitchenwear
Condo with a bitch in there
Two scales and baggies, we got rich in there, woo!
The Rollie's been the trophy since Hawaiian Sophie
Curry over Kobe, we shootin' niggas
Splash brothers with the coca, add in baking soda
Goodfellas to my niggas (Yuugh) all Ray Liottas
Shades of blue, I aim at you
Let the sky fall, let it rain on you

Logic
Yeah I've been killin' this shit
Yeah I've been hard in the paint, not a single assist
Yeah I've been flickin' that wrist
Yeah I've been cookin' that shit, now they fuckin' with this
Yeah I've been killin' this shit
Yeah I've been hard in the paint, not a single assist
Yeah I've been flickin' that wrist
Yeah I've been cookin' that shit, now they fuckin' with this
Yeah I've been, yeah I've been killin' this, killin' this shit
Yeah I've been flickin' that, flickin' that wrist
Yeah I've been killin' this, cookin' that
Killin' this, flickin' that wrist
Yeah I've killin' this shit
Yeah I've hard in the paint, not a single assist
Yeah I've flickin' that wrist
Yeah I've cookin' that shit, now they fuckin' with this"
509,Lil Uzi Vert,You Was Right,"Hit it from the back, watch a nigga bless you
(If Young Metro don't trust you I'm gon' shoot you)
Cryin' in my arms like a nigga wrecked you
(Metro Boomin' want some more, nigga)

Ya alright, alright, alright
You was right, I was wrong
Ya, I should've never ever took her home
Ya, I should've just boned
Ya, fantasy on my phone
Ya, hit it from the back, watch a nigga bless you
Ya, cryin' in my arms like a nigga wrecked you
Talkin' 'bout a broken heart, runnin' to the restroom

Looked at my mama just like we rich
Looked at my bitch like we rich
Said we ain't got no minor setbacks
Countin' all that money, told that nigga just to bet that
I, I know that you ain't got it, boy, why you ain't just say that?
They see I got that money, now his bitch like, ""I said that""
I don't pay that ho no mind, I been had that
When I saw my girl, yeah you know I had to bag that
And before me fuck niggas yeah, they had that
Five niggas in includin' me I had to back back
Try to diss me, I take it to your family
I fuck your sister then make sure that she vanish

Ya alright, alright, alright
You was right, I was wrong
Ya, I should've never ever took her home
Ya, I should've just boned
Ya, fantasy on my phone
Ya, hit it from the back, watch a nigga bless you
Ya, cryin' in my arms like a nigga wrecked you
Talkin' 'bout a broken heart, runnin' to the restroom
Ya alright, alright, alright
You was right, I was wrong
Ya, I should've never ever took her home
Ya, I should've just boned
Ya, fantasy on my phone
Ya, hit it from the back, watch a nigga bless you
Ya, cryin' in my arms like a nigga wrecked you
Talkin' 'bout a broken heart, runnin' to the restroom, yeah

Even though we in the same room
You just locked the door, so I gotta text you
Like bae unlock the door I got to use the restroom
Like I don't want a war, wanna caress you

Ya alright, alright, alright
You was right, I was wrong
Ya, I should've never ever took her home
Ya, I should've just boned
Ya, fantasy on my phone
Ya, hit it from the back, watch a nigga bless you
Ya, cryin' in my arms like a nigga wrecked you
Talkin' 'bout a broken heart, runnin' to the restroom"
510,Lil Uzi Vert,Ps & Qs,-1
511,Lil Uzi Vert,Top,"Intro - Lil Uzi:
Who the fuck are you aye [x2]
Who the fuck are you

Hook - Lil Uzi:
First I drop my top aye, then I swerve my coupe aye
Counting all these bands aye, who the fuck are you aye
Why you walk so cool aye, thousand dollar shoes aye
Hunnid on my jewels aye, I got all these groupies

Hook - Lil Uzi 3x:
First I drop my top aye, then I swerve my coupe aye
Counting all these bands aye, who the fuck are you aye

Bridge - Lil Uzi:
Why you walk so cool aye, thousand dollar shoes aye
Fuck bitches in twos aye [x2]

Verse 1 - Lil Uzi:
Fucked that bitch on Monday, fuck her sister Tuesday
You is not gon' do a thing, with my squad like Wu-Tang aye
I'm gonna nuck if I buck
Let a lil nigga try us
Hit a nigga with a truck
Leave a lil nigga so stuck
Brittney turned me to a slut [x3]
Hit the bitch all on her back aye, Never put it in her butt aye
Put that shit all in her pussy aye, leave that shit all in her gut aye

Hook - Lil Uzi:
First I drop my top aye, then I swerve my coupe aye
Counting all these bands aye, who the fuck are you aye
Why you walk so cool aye, thousand dollar shoes aye
Hunnid on my jewels aye, I got all these groupies

Hook - Lil Uzi 2x:
First I drop my top aye, then I swerve my coupe aye
Counting all these bands aye, who the fuck are you aye

Verse 2 - Lil Uzi:
Sometimes fear of God aye
Saint Laurent the boots aye
I feel like I'm Dro aye, car ain't got no roof aye
That bitch kinda cute aye, blow me like a flute aye
Diamonds dripping they so wet, I gotta wipe my jewels aye
I can't wife no fool aye, got no time for mood swings
Spent like 50 on the ring and I bought two rings
Remember that bitch ain't want fuck me
Now that bitch wanna just fuck me
Remember that bitch said I'm dusty
Look at that hoe like you ugly aye
Your man ain't got no money aye
I just be smoking the dope, Skeme be smoking the clove
My brother whipping the stove
Jump in the crowd at my show, fucked the bitch in the front row

Hook - Lil Uzi:
First I drop my top aye, then I swerve my coupe aye
Counting all these bands aye, who the fuck are you aye
Why you walk so cool aye, thousand dollar shoes aye
Hunnid on my jewels aye, I got all these groupies

Hook x2 - Lil Uzi:
First I drop my top aye, then I swerve my coupe aye
Counting all these bands aye, who the fuck are you aye

Outro - Lil Uzi:
Cannon, Cannon went crazy
Treez what up Treez
Aye, aye. Aye aye uh
Hoetel party for these bad hoes
For these bad hoes, that trip
Aye aye"
512,Lil Uzi Vert,7am,-1
513,98kb,Woah Stop,-1
514,French Montana;Kodak Black,Lockjaw,"My nigga, my nigga
You never told me
Montana

It be hard to watch the cash when the bands keep droppin'
Got the big 40 on me so my pants keep fallin'
It be hard to understand me 'cause my jaw keep lockin'
And I ain't even tryna talk 'cause my jaw keep lockin'
She ain't tryna be a freak but them bands keep poppin'
Still caught up in the streets and the feds still knockin'
It be hard to understand me, my jaw keep lockin'
It be hard to understand me 'cause my jaw keep lockin'
Bite down, bite down
It be hard to understand me 'cause my jaw keep lockin'
Bite down, bite down
It be hard to understand me 'cause my jaw keep lockin'

I chew your lil' mup, I'll boot a nigga up
Got them snipers in the dually truck and we tooly'd up
I be tryna change my life, but a monkey on my back
I've been rollin' all night, I got a monkey on my back
(Skrrr, skrrr) All about the mula
Throw a hundred chains on, tryna cool off
I know a nigga blessed, pray to God
Soon as the floor hits my feet I'm getting high
Eyes bowleg, lookin' crooked in the face
She keep lookin' in her drink, probably think the liquor laced
Nah bitch, I'm 1K (And I'ma keep it one-hund' though)
Bitin' down, 'bout to rip my tongue off

It be hard to watch the cash when the bands keep droppin'
Got the big 40 on me so my pants keep fallin'
It be hard to understand me 'cause my jaw keep lockin'
And I ain't even tryna talk 'cause my jaw keep lockin'
She ain't tryna be a freak but them bands keep poppin'
Still caught up in the streets and the feds still knockin'
It be hard to understand me my jaw keep lockin'
It be hard to understand me 'cause my jaw keep lockin'
Bite down, bite down
It be hard to understand me 'cause my jaw keep lockin'
Bite down, bite down
It be hard to understand me 'cause my jaw keep lockin'

Slidin' in the Cutlass and you know I paint it candy
Then I pulled up in a bucket, but I used to want a Hemi
And I'm pourin' up the round then I'm sippin on Remy
I ain't fuckin' with that white shit, I'm throwed off Henny
Pull up to the back, black Zac, chief rockin'
And the Feds keep lurkin' 'cause the boys keep talkin'
Ritz Carlton, ran off on the plug about forty times
Forty niggas strapped, we the '49ers
Bite downnnn, Karlton Hines
Got two twin bitches doin' 69
Jump off to the mula and you know that
50 chains on, diamonds flashin' like Kodak
I remember totin' .38, now I got a semi
Could have been had a baby K, but I wasn't ready
Shawty say she like my Larry Pack, thought I went to Kelly
Nah baby I ain't want no Wap, I just want the Fetty

It be hard to watch the cash when the bands keep droppin'
Got the big 40 on me so my pants keep fallin'
It be hard to understand me 'cause my jaw keep lockin'
And I ain't even tryna talk 'cause my jaw keep lockin'
She ain't tryna be a freak but them bands keep poppin'
Still caught up in the streets and the feds still knockin'
It be hard to understand me, my jaw keep lockin'
It be hard to understand me 'cause my jaw keep lockin'
Bite down, bite down
It be hard to understand me 'cause my jaw keep lockin'
Bite down, bite down
It be hard to understand me 'cause my jaw keep lockin'

Ay, ay ay
Ay, ay ay ay
Skrr, ay, ay ay ay
Ay, ay ay
Bite down, bite down
It be hard to understand me 'cause my jaw keep lockin'
Bite down, bite down
It be hard to understand me 'cause my jaw keep lockin'
Ay, ay ay ay"
515,Jerreau,Really Got It,-1
516,Bryson Tiller,502 Come Up,"Yeah-yeah-eah-eah
For real though, it's so wild now
This shit crazy yeah

Woke up in the hills this morning
Asking myself, how did I get here this morning?
Vonte Parker in that teal and orange
And Russell in that gold and purple
Youngest from the Ville, imported
I used to sit up in my room and ponder
Finished school and get a Doctors
I'm twenty-two, I gotta get it now
Man who knew he'd have it figured out?
Trapsoul, man, I crack codes
Crack cocaine, that's what we putting out
There fuck niggas saying
Don't forget when you was broke, I was looking out
And some say there's levels to this shit
Damn look at all the levels that I skipped
Feeling like there's a medal I should get
All these haters getting heavy on my dick
Look at my niggas, chasing paper
Getting books with my niggas
How the fuck can people back home say I shook on my niggas
Your two cents ain't working for me
All you niggas sound commercial to me, man
I don't like commercial niggas
Please shut the fuck up before I hurt you
Fuck your feelings
Don't take it personal, it's nothing personal
This a Derby City come up, this a Derby City vertical
First forty-eight, straight murder you

For years and years we waited on this
Living in a place folks didn't know exist
Surprise motherfucker, we up in this bitch
I said I'm back and I'm so much better
I'm so, so much better
And I won't stop (Louis)
I can't stop
Not now (Louis) not ever (Louis, Louis)

Louis slugger with the hits
Knock them out the park then I'm knocking down your bitch
I'm watching how you pitch
I'm not from Houston, no, I'm not from 'round the six
Got the four series, I should cop the six after the world series
I just taught the rich 'bout palm trees and bad bitches
And how these snakes can harm me with bad business
Damn, fuck out of here nigga
It's very rare for young black men to come up out of here nigga
Some will call it luck and some will call me up
I ain't heard from you in years
Please get the fuck out my ear nigga
My peers get it
Only G-O-D can judge me, fuck the jurisdiction
I'm working, ain't got time for thirsting
Over how these chicks appear in pictures
I'm just painting crystal clear pictures
Brushing up on my lyrics nigga
I just wish momma was here to live up under chandeliers with us
I guess all I ever had to do was take this shit a little more serious

Let's get it
There's not much to say
Woah, I'm from the southside
God Tiller"
517,Tory Lanez,Diego,-1
518,DJ Khaled;JAY Z;Future,I Got the Keys,"We The Best music!
Oh, this what we doin' here
Another one!
I'ma have to put my jewelry on for this one
Wraith talk, Wraith talk
Oh, we talkin' that Wraith talk
Safe talk, safe talk, here we go talkin' that safe talk
Major key alert!
Oh, we good now
Major bag alert
DJ Khaled!

I got them keys, keys, keys
I got them keys, keys, keys
I got them keys, keys, keys
I got them keys, keys, keys
We go to court, we gon' plead the fifth
I know the judge, I'ma shoot him some chips
I got them keys, keys, keys
I got them keys, keys, keys

Niggas always asking me the key
'Til you own your own you can't be free
'Til you're on your own you can't be me
How we still slaves in 2016?
Key to life, keep a bag comin'
Every night another bag comin'
I ain't been asleep since '96
I ain't seen the back of my eyelids
I been speedin' through life with no safety belt
One on one with the corner, with no safety help
I perform like Josh Norman, I ain't normal, nigga
Just a project nigga out in Beverly Hills, California, nigga
That Wraith talk, that's foreign, nigga
Special cloth talk here
All my niggas from the mud damn near
All my niggas millionaires
We gon' take it there, I swear
You gon' think a nigga's psychic
You ain't seen nothin' like this
I should probably copyright this
I promise they ain't gonna like this

I got them keys, keys, keys
I got them keys, keys, keys
I got them keys, keys, keys
I got them keys, keys, keys
We go to court, we gon' plead the fifth
I know the judge, I'ma shoot him some chips
I got them keys, keys, keys
I got them keys, keys, keys
Radar, radar on, these niggas ain't even on my radar
Radar, radar on, on, you ain't on my radar
Radar, radar, no, no, you hatin' on my radar
No, no, you bitches ain't, bitches ain't even on my radar

I got a bag for lawyers, like, ""Fuck your charges!""
Hop out the courtroom, like, ""What charges?""
Big pimpin' on your court steps
Case y'all ain't notice, I ain't lost yet
Y'all know it's one to one
Soon as you hear that uh, uh, uh
Y'all know the difference right
From rap facts and fiction, right?
Real life I'm like HOV
Real life I'm life goals
In real life they're like me?
In real life I'm like, ""No.""
My swag different, that bag different
My wife Beyoncé, I brag different
My baby Blue, I dream in color
That's too much flavor, I don't rap to suckas (Ha!)
God bless you all, I only talk special talk
I only talk special cloth
Said I only talk special, ah!

I got them keys, keys, keys
I got them keys, keys, keys
I got them keys, keys, keys
I got them keys, keys, keys
We go to court, we gon' plead the fifth
I know the judge, I'ma shoot him some chips
I got them keys, keys, keys
I got them keys, keys, keys
Radar, radar on, these niggas ain't even on my radar
Radar, radar on, on, you ain't on my radar
Radar, radar, no, no, you hatin' on my radar
No, no, you bitches ain't, bitches ain't even on my radar

I got the keys
I got the keys, keys, keys
I got the keys to all success!
I got the keys, keys, keys
We the best!
I got the keys, keys, keys
Roc Nation! Freebandz!

Secure the bag alert
Alert, alert, alert, alert, alert, alert
Alert, alert, alert, alert, we got 'em alert
I got them keys, keys, keys
I got them keys, keys, keys
I got them keys, keys, keys
I got them keys, keys, keys
We go to court, we gon' plead the fifth
I know the judge, I'ma shoot him some chips
I got them keys, keys, keys
I got them keys, keys, keys"
519,YG;Drake;Kamaiyah,Why You Always Hatin?,-1
520,KYLE,Really? Yeah!,-1
521,21 Savage;Metro Boomin;Future,X (feat. Future),-1
522,Russ,What They Want,-1
