,Artist,Song,lyrics
409,Kodaline,All I Want,"All I want is nothing more
To hear you knocking at my door
'Cause if I could see your face once more
I could die a happy man I'm sure

When you said your last goodbye
I died a little bit inside
I lay in tears in bed all night
Alone without you by my side

But If you loved me
Why'd you leave me?
Take my body
Take my body
All I want is
And all I need is
To find somebody
I'll find somebody like you

Ooh oh

So you brought out the best of me
A part of me I'd never seen
You took my soul and wiped it clean
Our love was made for movie screens

But If you loved me
Why'd you leave me?
Take my body
Take my body
All I want is
And all I need is
To find somebody
I'll find somebody

Ooh

If you loved me
Why'd you leave me?
Take my body
Take my body
All I want is
All I need is
To find somebody
I'll find somebody like you

Ooh"
410,Jimmy Eat World,Hear You Me,"Jim Adkins
There's no one in town I know
You gave us someplace to go
I never said thank you for that
I thought I might get one more chance

What would you think of me now
So lucky, so strong, so proud?
I never said thank you for that
Now I'll never have a chance

May angels lead you in
Hear you me my friends
On sleepless roads, the sleepless go
May angels lead you in

So what would you think of me now?
Jim Adkins & Rachel Haden (w/ RH subdued)
So lucky, so strong, so proud
I never said thank you for that
Now I'll never have a chance

Jim Adkins & Rachel Haden (w/ RH subdued)
May angels lead you in
Hear you me my friends
On sleepless roads, the sleepless go
May angels lead you in

Rachel Haden
May angels lead you in
Jim Adkins
May angels lead you in
Rachel Haden
May angels lead you in
Jim Adkins & Rachel Haden
May angels lead you in

Jim Adkins
And if you were with me tonight
I'd sing to you just one more time
A song for a heart so big
God wouldn't let it live

Jim Adkins & Rachel Haden
May angels lead you in
Hear you me my friends
On sleepless roads, the sleepless go
May angels lead you in

May angels lead you in
Hear you me my friends
On sleepless roads, the sleepless go
May angels lead you in

On sleepless roads, the sleepless go
May angels lead you in"
411,Iron & Wine,"Flightless Bird, American Mouth","I was a quick wet boy, diving too deep for coins
All of your street light eyes wide on my plastic toys
Then when the cops closed the fair, I cut my long baby hair
Stole me a dog-eared map and called for you everywhere

Have I found you, flightless bird?
Jealous, weeping
Or lost you, American mouth?
Big pill looming

Now I'm a fat house cat nursing my sore blunt tongue
Watching the warm poison rats curl through the wide fence cracks
Pissing on magazine photos, those fishing lures
Thrown in the cold and clean blood of Christ mountain stream

Have I found you, flightless bird?
Grounded, bleeding
Or lost you, American mouth?
Big pill, stuck going down"
412,Trenton,Found,-1
413,Milly & Tash,Little Do You Know,-1
414,Daughter,How,"Moving on
Just moving in slow motion
To keep the pain to a minimal
Weightless, only wait for a fall

How long must I wait for you?
I dance in the evening
How long must I wait for you
To become what I need?

Holding on to veneers
His words end from birthdays
Goodbye to our emptiness
Yeah that's when I saw her
Hold me back
Hold me back
All I am
All I am

How long
Before the last dance?
How come he's the one
To let me down
How can the light glows
Different in the evening?
How can the stars
Distance into daylight?

Like it's alright
Like it's alright"
415,AURORA,Runaway,"I was listenin' to the ocean
I saw a face in the sand
But when I picked it up
Then it vanished away from my hands
I had a dream I was seven
Climbin' my way in a tree
I saw a piece of heaven
Waitin' impatient for me

And I was runnin' far away
Would I run off the world someday?
Nobody knows, nobody knows
And I was dancing in the rain
I felt alive and I can't complain
But now take me home
Take me home where I belong
I can't take it anymore

I was painting a picture
The picture was a painting of you
And for a moment I thought you were here
But then again, it wasn't true
And all this time I have been lyin'
Oh, lyin' in secret to myself
I've been putting sorrow on the farest place on my shelf

And I was runnin' far away
Would I run off the world someday?
Nobody knows, nobody knows
And I was dancing in the rain
I felt alive and I can't complain
But now take me home
Take me home where I belong
I got no other place to go
Now take me home
Take me home where I belong
I got no other place to go
Now take me home
Take me home where I belong
I can't take it anymore

But I kept runnin' for a soft place to fall
And I kept runnin' for a soft place to fall
And I kept runnin' for a soft place to fall
And I kept runnin' for a soft place to fall

And I was runnin' far away
Would I run off the world someday?
But now take me home
Take me home where I belong
I got no other place to go
Now take me home
Take me home where I belong
I got no other place to go

Now take me home, home where I belong
Now, now
Now take me home, home where I belong
Home, home
Now take me home, home where I belong
Now, now
Now take me home, home where I belong

I can't take it anymore"
416,Lana Del Rey,Born To Die,"Why? Who, me? Why?

Feet, don't fail me now
Take me to the finish line
Oh, my heart, it breaks
Every step that I take
But I'm hoping at the gates
They'll tell me that you're mine

Walking through the city streets
Is it by mistake or design?
I feel so alone on the Friday night
Can you make it feel like home
If I tell you you're mine?
It's like I told you honey

Don't make me sad, don't make me cry
Sometimes love is not enough
And the road gets tough, I don't know why
Keep making me laugh, let's go get high
The road is long, we carry on
Try to have fun in the meantime

Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane
So choose your last words, this is the last time
'Cause you and I, we were born to die

Lost but now I am found
I can see but once I was blind
I was so confused as a little child
Try'na take what I could get
Scared that I couldn't find
All the answers, honey

Don't make me sad, don't make me cry
Sometimes love is not enough
And the road gets tough, I don't know why
Keep making me laugh, let's go get high
The road is long, we carry on
Try to have fun in the meantime

Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane
So choose your last words, this is the last time
'Cause you and I, we were born to die
(We were born, we were born) We were born to die
(We were born, we were born) We were born to die

Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane

So, don't make me sad, don't make me cry
Sometimes love is not enough
And the road gets tough, I don't know why
Keep making me laugh, let's go get high
The road is long, we carry on
Try to have fun in the meantime

Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane
So choose your last words, this is the last time
'Cause you and I, we were born to die
(We were born, we were born) We were born to die

(We were born to die, we were born to die)
(We were born to die, we were born to die)
(We were born to die, we were born to die)
(We were born to die, we were born to die)
(We were born to die, we were born to die)
(We were born to die, we were born to die)
(We were born to die, we were born to die)
(We were born, we were born to die)"
417,Nicki Minaj;Skylar Grey,Bed Of Lies,"Skylar Grey
Do you ever think of me, when you lie?
Lie down in your bed, your bed of lies
And I knew better, than to look in your eyes
They only pretend, you will be mine
And you know how you made me, believe
You had me caught in every web, that you weaved
But do you ever think of me, when you lie?
Lie down in your bed, your bed of lies

Nicki Minaj
You could never make eye contact
Everything you got was based off of my contacts
You a fraud, but I'mma remain icon-stat
Balenciaga's on my boots with the python strap
You was caught up in the rush, and you was caught up in the thrill of it
You was with me way before, I hit a quarter mil' in it
Put you in the crib and you ain't never pay a bill in it
I was killin' it, man you got me poppin' pills in it
I told Baby hit you, I said this nigga buggin'
'Cause I was doing it for us, I told 'em fuck the public
Couldn't believe that I was home alone, contemplating
Overdosin', no more postin', no more toastin' over oceans
They say you don't know what you got till it's gone
They say that your darkest hour comes before your dawn
But there was something I should've asked all along
I'mma ask on the song

Skylar Grey
Do you ever think of me, when you lie?
Lie down in your bed, your bed of lies
And I knew better, than to look in your eyes
They only pretend, you will be mine
And you know how you made me, believe
You had me caught in every web, that you weaved
But do you ever think of me, when you lie?
Lie down in your bed, your bed of lies

Nicki Minaj
I just figured if you saw me, if you looked in my eyes
You'd remember our connection and be freed from the lies
I just figured I was something that you couldn't replace
But there was just a blank stare and I couldn't relate
I just couldn't understand and I couldn't defend
What we had, what we shared, and I couldn't pretend
When the tears roll down it's like you ain't even notice em
If you had a heart, I was hoping you would've showed it some
What the fuck you really telling me, what you telling me
I could tell you lying, get the fuck out don't yell at me
I ain't mean to cut you, I ain't want to catch a felony
This ain't How To Be A Player, you ain't Bill Bellamy
They say you don't know what you got till it's gone
They said that your darkest hour came before your dawn
But there was something that I should've asked all along
I'mma ask on the song

Skylar Grey
So does she know I've been in that bed before
A thousand count, and not a single threaded truth
If I was just another girl
Then I'm ashamed to say that I'm not over you
There's one thing I need to know
So call me, when you're not so busy just thinking of yourself

Skylar Grey
Do you ever think of me, when you lie?
Lie down in your bed, your bed of lies
And I knew better, than to look in your eyes
They only pretend, you will be mine
And you know how you made me, believe
You had me caught in every web, that you weaved
But do you ever think of me, when you lie?
Lie down in your bed, your bed of lies"
418,A Great Big World;Christina Aguilera,Say Something,"Say something, I'm giving up on you
I'll be the one, if you want me to
Anywhere, I would've followed you
Say something, I'm giving up on you

And I am feeling so small
It was over my head
I know nothing at all

And I will stumble and fall
I'm still learning to love
Just starting to crawl

Say something, I'm giving up on you
I'm sorry that I couldn't get to you
Anywhere, I would've followed you
Say something, I'm giving up on you

And I will swallow my pride
You're the one that I love
And I'm saying goodbye

Say something, I'm giving up on you
And I'm sorry that I couldn't get to you
And anywhere, I would have followed you, oh
Say something, I'm giving up on you

Say something, I'm giving up on you
Say something"
419,blackbear,Hotel Andrea,-1
420,Birdy,Not About Angels,"We know full well there's just time
So is it wrong to toss this line?
If your heart was full of love
Could you give it up?

'Cause what about, what about angels?
They will come, they will go, make us special

Don't give me up
Don't give...
Me up

How unfair, it's just our love
Found something real that's out of touch
But if you'd searched the whole wide world
Would you dare to let it go?

'Cause what about, what about angels?
They will come, they will go, make us special

Don't give me up
Don't give...
Me up

'Cause what about, what about angels?
They will come, they will go, make us special

It's not about not about angels, angels"
421,Kehlani,The Letter,"I can hear your laugh.
It's ringing through the hallways.
I can see your smile
It's what gets me through my hard days
And your words
Were supposed to get me through my heartache
Before my heartbreak
There's an emptiness
That only few ever feel

And I somehow missed
The meaning of love that is real
And it compliments my scars that will never heal
Maybe I didn't deserve you
Maybe I just couldn't cure you
They told me that I didn't hurt you
Why do I feel like I turned you
Maybe I don't understand it

Tell me is this how you planned it
Did you see us so stranded
Maybe I'm too much to manage
And if you weren't gonna guide me
Why bring me into the light
Must have done something to make you want to run and hide
Why oh why, Didn't you just live your life
And every girl needs a mother
And damn it, I needed you
Instead you dug for cover

And you ran from the truth
And like kids do
You waited around for proof
Maybe I didn't deserve you
Maybe I just couldn't cure you
They told me that I didn't hurt you
Why do I feel like I turned you
And maybe I don't understand it

Tell me is this how you planned it
Do you see us so stranded
Maybe I'm too much to manage
Maybe I didn't deserve you."
422,Shontelle,Impossible - Main,"I remember years ago
Someone told me I should take
Caution when it comes to love
I did, I did

And you were strong and I was not
My illusion, my mistake
I was careless, I forgot
I did

And now when all is done
There is nothing to say
You have gone and so effortlessly
You have won
You can go ahead tell them

Tell them all I know now
Shout it from the rooftops
Write it on the skyline
All we had is gone now
Tell them I was happy

And my heart is broken
All my scars are open
Tell them what I hoped would be
Impossible, impossible
Impossible, impossible

Falling out of love is hard
Falling for betrayal is worst
Broken trust and broken hearts
I know, I know

Thinking all you need is there
Building faith on love and words
Empty promises will wear
I know (I know)

And know when all is gone
There is nothing to say
And if you're done with embarrassing me
On your own you can go ahead tell them

Tell them all I know now
Shout it from the rooftops
Write it on the skyline
All we had is gone now
Tell them I was happy
And my heart is broken

All my scars are open
Tell them what I hoped would be
Impossible, impossible
Impossible, impossible
Impossible, impossible
Impossible, impossible

Ooh impossible (yeah yeah)

I remember years ago
Someone told me I should take
Caution when it comes to love
I did

Tell them all I know now
Shout it from the rooftops
Write it on the skyline
All we had is gone now
Tell them I was happy
And my heart is broken

All my scars are open
Tell them what I hoped would be
Impossible, impossible
Impossible, impossible
Impossible, impossible
Impossible, impossible

I remember years ago
Someone told me I should take
Caution when it comes to love
I did"
423,blackbear,N Y L A,-1
424,Daughter,Smother,"I am wasted, losing time
I'm a foolish, fragile spine
I want all that is not mine
I want him but we're not right

In the darkness I will meet my creators
And they will all agree, that I'm a suffocator

I should go now quietly
For my bones have found a place to lie down and sleep
Where all my layers can become reeds
All my limbs can become trees
All my children can become me
What a mess I leave
To follow
To follow
To follow
To follow

In the darkness I will meet my creators
They will all agree, I'm a suffocator
Suffocator
Suffocator

Oh no
I'm sorry if I smothered you
I'm sorry if I smothered you
I sometimes wish I'd stayed inside
My mother
Never to come out"
425,NF,Paralyzed,-1
426,Band of Horses,The Funeral,"I'm coming up only to hold you under
And coming up only to show you're wrong
And to know you is hard; we wonder...
To know you all wrong; we warn

Really too late to call
So we wait for morning
To wake you is all we got
To know me as hardly golden
Is to know me all wrong, they warn

At every occasion I'll be ready for the funeral
At every occasion, once more, it's called the funeral
At every occasion, oh, I'm ready for the funeral
At every occasion, oh, one billion day funeral

I'm coming up only to show you're down for
And coming up only to show you're wrong

To the outside, the dead leaves lay on the lawn
For they don't have trees to hang upon

At every occasion I'll be ready for the funeral
At every occasion, once more, it's called the funeral
At every occasion, oh, I'm ready for the funeral
Every occasion, oh, one billion day funeral"
427,The Cinematic Orchestra,That Home,"Where the doors are moaning all day long,
Where the stairs are leaning dusk till dawn,

Where the windows are breathing in the light,
Where the rooms are a collection of our lives,

This is a place where I don't feel alone
This is a place that I call my home...
This is a place that I call my home ..."
428,Jaymes Young,Moondust,"I'm building this house on the moon
Like a lost astronaut
Looking at you, like a star
From a place, the world forgot

And there is nothing that I can do
Except bury my love for you

The brightness of the sun
Will give me just enough
To bury my love
In the moon dust
I long to hear your voice
But still I make the choice
To bury my love
In the moondust

Nothing can breathe, in this space
Colder than the darkest sea
I have dreams about the days
Driving through, your sunset breeze

But the first thing that I will do
Is bury my love for you

The brightness of the sun
Will give me just enough
To bury my love
In the moon dust
I long to hear your voice
But still I make the choice
To bury my love
In the moondust

I'm a cast-away
And then reap what they sow
And I'll say what I know to be true
Yeah, I'm living far away
On the face of the moon
I've buried my love
To give the world to you

The brightness of the sun
Will give me just enough
To bury my love
In the moon dust
I long to hear your voice
But still I make the choice
To bury my love
In the moondust

I bury my love, in the moondust, yeah..."
429,Zedd;Matthew Koma;Miriam Bryant,Find You - Acoustic - Live In Los Angeles,-1
430,Robot Koch;John Lamonica,Nitesky feat. John LaMonica,-1
431,NF;Britt Nicole,Can You Hold Me,-1
432,Fleurie,Hurts Like Hell,"How can I say this without breaking
How can I say this without taking over
How can I put it down into words
When it's almost too much for my soul alone

I loved and I loved and I lost you
I loved and I loved and I lost you
I loved and I loved and I lost you
And it hurts like hell
Yeah it hurts like hell

I don't want them to know the secrets
I don't want them to know the way I loved you
I don't think they'd understand it, no
I don't think they would accept me, no

I loved and I loved and I lost you
I loved and I loved and I lost you
I loved and I loved and I lost you
And it hurts like hell
Yeah it hurts like hell

Dreams fight with machines
Inside my head like adversaries
Come wrestle me free
Clean from the war
Your heart fits like a key
Into the lock on the wall
I turn it, I turn it
But I can't escape
I turn it over, I turn it over

I loved and I loved and I lost you
I loved and I loved and I lost you
I loved and I loved and I lost you
And it hurts like hell"
433,Alicks,Help Me Out,-1
434,Extreme,More Than Words,"Saying ""I love you""
Is not the words I want to hear from you
It's not that I want you
Not to say, but if you only knew
How easy it would be to show me how you feel

More than words
Is all you have to do to make it real
Then you wouldn't have to say that you love me
'Cause I'd already know

What would you do if my heart was torn in two?
More than words to show you feel
That your love for me is real
What would you say if I took those words away?
Then you couldn't make things new
Just by saying ""I love you""

La-di-da-da-di-da-di-da-da-da
More than words
La-di-da-di-da

Now that I've tried to
Talk to you and make you understand
All you have to do is
Close your eyes and just reach out your hands
And touch me
Hold me close don't ever let me go

More than words
Is all I ever needed you to show
Then you wouldn't have to say that you love me
'Cause I'd already know

What would you do if my heart was torn in two?
More than words to show you feel
That your love for me is real
What would you say if I took those words away?
Then you couldn't make things new
Just by saying I love you

La-di-da-da-di-da-da-da-da
More than words
La-di-da-da-di-da-da-da-da
More than words
La-di-da-da-di-da-da-da-da
More than words
La-di-da-da-di-da-da-da-da
La-da-da more than words

Ooh
More than words"
435,Aqualung;Kina Grannis,To the Wonder,"There's a song we sing
Elemental sound
Where it all begins
It can draw you in, drag it out

But it's hard to hear
That distant voice
It would ring so clear
If we could only tune out the noise

To the wonder

There's a song we know
If you listen close
It will always be
As it always was
It always was, it always was
Elemental sound
Running underneath it all

To the wonder
To the wonder
To the wonder"
436,Joel Adams,Please Don't Go,"Nobody ever knows
Nobody ever sees
I left my soul
Back there now I'm too weak
Most nights I pray for you to come home
Praying to the Lord
Praying for my soul

Now please don't go
Most nights I hardly sleep when I'm alone
Now please don't go, oh no
I think of you whenever I'm alone
So please don't go

'Cause I don't ever want to know
Don't ever want to see things change
'Cause when I'm living on my own
I'll wanna take it back and start again
Most nights I pray for you to come home
Praying to the Lord
Praying for my soul

Now please don't go
Most nights I hardly sleep when I'm alone
Now please don't go, oh no
I think of you whenever I'm alone
So please don't go

(Oh oh oh)
I send so many messages you don't reply
(Oh oh oh)
I gotta figure out what am I missing babe
Singing now (Oh oh oh)
And I need you now, I need your love
(Oh oh oh)

Now please don't go
Most nights I hardly sleep when I'm alone
Now please don't go, oh no
I think of you whenever I'm alone
So please don't
Please don't go

Please don't go
Please don't go
Please don't go
I think of you whenever I'm alone
So please don't go"
437,LC Gunn,Dust,-1
438,Snow Patrol,Shut Your Eyes,"Shut your eyes and think of somewhere
Somewhere cold and caked in snow
By the fire, we break the quiet
Learn to wear each other well

And when the worrying starts to hurt
And the world feels like graves of dirt
Just close your eyes until
You can imagine this place
Yeah, our secret space, at will

Shut your eyes, I'll spin the big chair
And you'll feel dizzy, light and free
And falling gently on the cushion
You can come and sing to me

And when the worrying starts to hurt
And the world feels like graves of dirt
Just close your eyes until
You can imagine this place
Yeah, our secret space, at will

Shut your eyes
Shut your eyes
Shut your eyes
Shut your eyes

Shut your eyes and sing to me
(Shut your eyes and sing to me)
Shut your eyes and sing to me
(Shut your eyes and sing to me)

Shut your eyes and sing to me
(Shut your eyes and sing to me)
Shut your eyes and sing to me
(Shut your eyes and sing to me)"
439,Ludovico Einaudi,Una Mattina,Instrumental
440,P!nk,F**kin' Perfect,-1
441,gnash;Olivia O'Brien,"i hate u, i love u (feat. olivia o'brien)","Feeling used
But I'm
Still missing you
And I can't
See the end of this
Just wanna feel your kiss
Against my lips
And now all this time
Is passing by
But I still can't seem to tell you why
It hurts me every time I see you
Realize how much I need you

I hate you I love you
I hate that I love you
Don't want to, but I can't put
Nobody else above you
I hate you I love you
I hate that I want you
You want her, you need her
And I'll never be her

I miss you when I can't sleep
Or right after coffee
Or right when I can't eat
I miss you in my front seat
Still got sand in my sweaters
From nights we don't remember
Do you miss me like I miss you?
Fucked around and got attached to you
Friends can break your heart too, and
I'm always tired but never of you
If I pulled a you on you, you wouldn't like that shit
I put this reel out, but you wouldn't bite that shit
I type a text but then I nevermind that shit
I got these feelings but you never mind that shit
Oh oh, keep it on the low
You're still in love with me but your friends don't know
If you wanted me you would just say so
And if I were you, I would never let me go
I don't mean no harm
I just miss you on my arm
Wedding bells were just alarms
Caution tape around my heart
You ever wonder what we could have been?
You said you wouldn't and you fucking did
Lie to me, lie with me, get your fucking fix
Now all my drinks and all my feelings are all fucking mixed
Always missing people that I shouldn't be missing
Sometimes you gotta burn some bridges just to create some distance
I know that I control my thoughts and I should stop reminiscing
But I learned from my dad that it's good to have feelings
When love and trust are gone
I guess this is moving on
Everyone I do right does me wrong
So every lonely night, I sing this song

I hate you I love you
I hate that I love you
Don't want to, but I can't put
Nobody else above you
I hate you I love you
I hate that I want you
You want her, you need her
And I'll never be her

All alone I watch you watch her
Like she's the only girl you've ever seen
You don't care you never did
You don't give a damn about me
Yeah all alone I watch you watch her
She's the only thing you've ever seen
How is it you never notice
That you are slowly killing me

I hate you I love you
I hate that I love you
Don't want to, but I can't put
Nobody else above you
I hate you I love you
I hate that I want you
You want her, you need her
And I'll never be her"
442,Alessia Cara,Here,"(I guess right now you've got the last laugh)

I'm sorry if I seem uninterested
Oh I'm not listenin', oh I'm indifferent
Truly I ain't got no business here
But since my friends are here, I just came to kick it
But really I would rather be at home all by myself
Not in this room with people who don't even care about my well being
I don't dance, don't ask, I don't need a boyfriend
So you can, go back, please enjoy your party
I'll be here, somewhere in the corner
Under clouds of marijuana with this boy who's hollerin'
And I can hardly hear
Over this music I don't listen to
And I don't wanna get with you
So tell my friends that I'll be over here

Oh oh oh here, oh oh oh here
Oh oh oh I asked myself, what am I doin' here?
Oh oh oh here, oh oh oh here
And I can't wait 'til we can break up out of here

Excuse me if I seem a little unimpressed with this
An antisocial pessimist, but usually I don't mess with this
And I know you mean only the best and your
Intentions aren't to bother me, but honestly I'd rather be
Somewhere with my people, we can kick it and just listen to
Some music with a message, (like we usually do)
And we'll discuss our big dreams, how we plan, to take over the planet
So pardon my manners, I hope you'll understand that I'll be here (ooh)
Not there in the kitchen
With the girl who's always gossipin' about her friends
Oh tell them I'll be here
(Ooh) right next to the boy who's throwin' up
'Cause he can't take what's in his cup no more
Oh God why am I here?

Oh oh oh here, oh oh oh here
Oh oh oh I asked myself, what am I doin' here?
Oh oh oh here, oh oh oh here
And I can't wait 'til we can break up out of here

Hours later congregatin' next to the refrigerator
Some girl's talkin' 'bout a hater, she ain't got none
How did it ever come to this? I should've never come to this
So holla at me, I'll be in the car when you're done
I'm stand-offish, don't want what you're offerin'
And I'm done talkin', awfully sad it had to be that way
So tell my people when they're ready that I'm ready
And I'm standin' by the TV with my beanie low
Yo I'll be over here

Oh oh oh here, oh oh oh here
Oh oh oh I asked myself, what am I doin' here?
Oh oh oh here, oh oh oh here
And I can't wait 'til we can break up out of here (oh oh, oh oh)"
443,Keith Urban,That Could Still Be Us,"Wide awake staring at my phone
Who's gonna give in first?
We don't have to be all alone
We don't have to feel this hurt
'Member those nights in your driveway
Feeling like the only ones left on earth
And maybe I'm crazy
But I think that maybe

That could still be us
'Cause it still is sometimes at night when my eyes are shut
Wish I could say it don't get to me but it does
And I know I probably think about you way too much
But that's because
That could still be us

I went down to the riverbank
Looked in the water and saw your face
This small town summer wind
Whispers all my mistakes
'Member those nights in your backyard
Making each other shake
And lately it kills me
And nothing can fill me
'Cause

That could still be us
'Cause it still is sometimes at night when my eyes are shut
Wish I could say it don't get to me but it does
And I know I probably think about you way too much
But that's because
That could still be us
That could still be us
That could still be us
That could still be us

Tail lights fading in the dark
I shoulda called out your name
I go by there some nights and park
Replay it all again
What woulda been
What shoulda been
What was

That could still be us
'Cause it still is sometimes at night when my eyes are shut
Wish I could say it don't get to me but it does
And I know I probably think about you way too much
But that's because
That could still be us
That could still be us
That could still be us
That could still be us"
444,Bea Miller,yes girl,"Could tell you what you wanna hear
'Cause the truth is always in the way
I never wanna live in fear
I don't wanna hold back all the things I need to say
Say say

I've got you figured out, you need to have control
You think that I don't know you, I know you, I know
Tryna tell you no! I've been doing what you want
But I won't be your Yes Girl, no, not anymore
Just let me go (hey!) Just let me go (hey)
I won't be your Yes Girl, no, not anymore
Just let me go (just let me go)
Just let me go (just let me go)
I won't be your Yes Girl, no, not anymore

Used to always let me in (Used to always let me in)
Do you even know you're changed? (Do you even know you're changed?)
Now you're my favorite sin, oh
'Cause I'm either on your side or you're a mile away!
Ooh ooh ooh
Ooh ooh ooh

I've got you figured out, you need to have control
You think that I don't know, I know you, I know you
Tryna tell you no! I've been doing what you want
But I won't be your Yes Girl, no, not anymore
Just let me go, hey! Just let me go, hey!
I won't be your Yes Girl, no, not anymore
Just let me go, just let me go
I won't be your Yes Girl, no, not anymore

I won't do it anymore
I won't do it anymore

I've got you figured out, you need to have control
You think that I don't know, I know you, I know you
Tryna tell you no! I've been doing what you want
But I won't be your Yes Girl, no, not anymore
Just let me go, hey! Just let me go, hey!
I won't be your Yes Girl, no, not anymore
Just let me go, just let me go
I won't be your Yes Girl, no, not anymore
Just let me go, just let me go
I won't be your Yes Girl, no, not anymore"
445,Rob Thomas,Pieces - Radio Mix,-1
446,Leona Lewis,Bleeding Love,"Closed off from love, I didn't need the pain
Once or twice was enough and it was all in vain
Time starts to pass, before you know it you're frozen
But something happened for the very first time with you
My heart melted to the ground, found something true
And everyone's looking 'round, thinking I'm going crazy

But I don't care what they say, I'm in love with you
They try to pull me away, but they don't know the truth
My heart's crippled by the vein that I keep on closing
You cut me open and I

Keep bleeding, keep, keep bleeding love
I keep bleeding, I keep, keep bleeding love
Keep bleeding, keep, keep bleeding love
You cut me open

Trying hard not to hear, but they talk so loud
Their piercing sounds fill my ears, try to fill me with doubt
Yet I know that their goal is to keep me from falling, ooh yeah
But nothing's greater than the risk that comes with your embrace
And in this world of loneliness, I see your face
Yet everyone around me thinks that I'm going crazy
Maybe, maybe

But I don't care what they say, I'm in love with you
They try to pull me away, but they don't know the truth
My heart's crippled by the vein that I keep on closing
You cut me open and I

Keep bleeding, keep, keep bleeding love
I keep bleeding, I keep, keep bleeding love
Keep bleeding, keep, keep bleeding love
You cut me open

And it's draining all of me
Though they find it hard to believe
I'll be wearing these scars for everyone to see

I don't care what they say, I'm in love with you
They try to pull me away, but they don't know the truth
My heart's crippled by the vein that I keep on closing
Ooh, you cut me open and I

Keep bleeding, keep, keep bleeding love
I keep bleeding, I keep, keep bleeding love
Keep bleeding, keep, keep bleeding love
Oh, you cut me open and I

Keep bleeding, keep, keep bleeding love
I keep bleeding, I keep, keep bleeding love
Keep bleeding, keep, keep bleeding love
Ooh, you cut me open and I
Keep bleeding, keep, keep bleeding love, oh"
447,Ben Cocks feat. Nikisha Reyes-Pile,So Cold (The Good Wife trailer),-1
448,Oh Wonder,Lose It,"Downtown we let it go
Sunset high and our bodies low
Blood rush in the hazy glow
My hands, your bones

Loose up we break the scene
One step deep as you fall to me
Heart clap, we skip a beat
Count one, two, three

And don't you stop the music
Get into it
Won't you dance with me?

Find a space and lose it
You can do it
Won't you dance with me?

Move your feet and feel it in the space between
You gotta give yourself a moment, let your body be
We gotta lose it
We gotta lose it

Lose it, lose it, lose it
We gotta lose it
Lose it, lose it, lose it
We gotta lose it

Your name I'll never know
As we get down in the world below
Caught up in an overflow
My hands, your bones

Wide eyed, you look at me
Set on fire in a silver dream
Spin round you can feel the breeze
Count one, two, three

And don't you stop the music
Get into it
Won't you dance with me?

Find a space and lose it
You can do it
Won't you dance with me?

Lose it, lose it, lose it
We gotta lose it
Lose it, lose it, lose it
We gotta lose it

Make a spark, break the dark
Find a light with me
Who we are from the start
Won't you dance with me?

Make a spark, break the dark
Find a light with me
Who we are chasing stars
Won't you dance with me?
Won't you dance with me?

And don't you stop the music
Get into it
Won't you dance with me?

Find a space and lose it
You can do it
Won't you dance with me?

Lose it, lose it, lose it
We gotta lose it
Lose it, lose it, lose it
We gotta lose it

Lose it, lose it, lose it
We gotta lose it
Lose it, lose it, lose it
We gotta lose it

Move your feet and feel it in the space between
You gotta give yourself a moment, let your body be
We gotta lose it
We gotta lose it"
449,The Cab,Numbers,"Out of the seven billion people in this world, there's only you
Almost a million words that I could say, but none of them will do
So many years that I have lived, but it feels like I've just begun
Out of the seven billion people, baby, you're the only one

I've been too many places. I've seen too many faces
I wrote too many pages; never found a love like you (Love like you)
I don't know how to say it. It's been more than amazing
My whole life, I've been waiting; never found a love like you (Love like you)

Sleep, dream, you, repeat. Live, die next to me
Sleep, dream, you, repeat. Sleep, dream

Out of the seven billion people in this world, there's only you
Almost a million words that I could say, but none of them will do
So many years that I have lived, but it feels like I've just begun
Out of the seven billion people, baby, you're the only one

You were unexpected, when our lips connected
I was resurrected; never found a love like you (love like you)
Don't care where I'm headed when the world is ending
'Cause you are my heaven; never found a love like you (love like you)

Sleep, dream, you, repeat. Live, die next to me
Sleep, dream, you, repeat. Sleep, dream

Out of the seven billion people in this world, there's only you
Almost a million words that I could say, but none of them will do
So many years that I have lived, but it feels like I've just begun
Out of the seven billion people, baby, you're the only one

Surrounded by numbers
(Numbers, numbers, numbers)
You're the only one
(Numbers, numbers, numbers, numbers)
You're the only one

You brought me back to life
You did the unthinkable
Yeah, you are my miracle

Out of the seven billion people in this world, there's only you
Almost a million words that I could say, but none of them will do
So many years that I have lived, but it feels like I've just begun
Out of the seven billion people, baby, you're the only one

Surrounded by numbers
(Numbers, numbers, numbers)
You're the only one
(Numbers, numbers, numbers, numbers)
You're the only one

Surrounded by numbers
(Numbers, numbers, numbers)
You're the only one
(Numbers, numbers, numbers, numbers)
You're the only one"
